run_id,arm,seed_env,epsilon,code_sha,config_sha,t_decision,activity_L,activity_R,obs_hash,chosen_event,payload_hash,expected_payload_hash,hash_match
phase10A2B2_eps0.005_closed_seed77,closed_loop,77,0.005,c3d596d,203543c2c3fd9e29,5500,0.30346358,0.36945542,658dbae4c640bcd8,L,9695592248203d7a,,
phase10A2B2_eps0.005_closed_seed77,closed_loop,77,0.005,c3d596d,203543c2c3fd9e29,5750,0.29672099,0.36356895,fd57593d08ee1190,L,9695592248203d7a,,
phase10A2B2_eps0.005_closed_seed77,closed_loop,77,0.005,c3d596d,203543c2c3fd9e29,6000,0.35762944,0.40815198,6b4d2b49f9e593fe,L,9695592248203d7a,,
phase10A2B2_eps0.005_closed_seed77,closed_loop,77,0.005,c3d596d,203543c2c3fd9e29,6250,0.34823029,0.38982541,c2599c385b4983aa,L,9695592248203d7a,,
phase10A2B2_eps0.005_closed_seed77,closed_loop,77,0.005,c3d596d,203543c2c3fd9e29,6500,0.32550518,0.39927809,bfe0021685376322,none,,,
phase10A2B2_eps0.005_closed_seed77,closed_loop,77,0.005,c3d596d,203543c2c3fd9e29,6750,0.32332013,0.38935449,49b876009cedbc48,none,,,
phase10A2B2_eps0.005_closed_seed77,closed_loop,77,0.005,c3d596d,203543c2c3fd9e29,7000,0.31841951,0.36822678,e8dce8c3a6fede97,none,,,
phase10A2B2_eps0.005_closed_seed77,closed_loop,77,0.005,c3d596d,203543c2c3fd9e29,7250,0.33729455,0.401776,7165214e24eab071,L,9695592248203d7a,,
phase10A2B2_eps0.005_exact_seed77,exact_replay,77,0.005,c3d596d,203543c2c3fd9e29,2000,,,,R,265aef72bfd57678,265aef72bfd57678,True
phase10A2B2_eps0.005_exact_seed77,exact_replay,77,0.005,c3d596d,203543c2c3fd9e29,2750,,,,L,9695592248203d7a,9695592248203d7a,True
phase10A2B2_eps0.005_exact_seed77,exact_replay,77,0.005,c3d596d,203543c2c3fd9e29,3000,,,,R,265aef72bfd57678,265aef72bfd57678,True
phase10A2B2_eps0.005_exact_seed77,exact_replay,77,0.005,c3d596d,203543c2c3fd9e29,3250,,,,L,9695592248203d7a,9695592248203d7a,True
phase10A2B2_eps0.005_exact_seed77,exact_replay,77,0.005,c3d596d,203543c2c3fd9e29,3500,,,,R,265aef72bfd57678,265aef72bfd57678,True
phase10A2B2_eps0.005_exact_seed77,exact_replay,77,0.005,c3d596d,203543c2c3fd9e29,4000,,,,R,265aef72bfd57678,265aef72bfd57678,True
phase10A2B2_eps0.005_exact_seed77,exact_replay,77,0.005,c3d596d,203543c2c3fd9e29,4500,,,,R,265aef72bfd57678,265aef72bfd57678,True
phase10A2B2_eps0.005_exact_seed77,exact_replay,77,0.005,c3d596d,203543c2c3fd9e29,5500,,,,L,9695592248203d7a,9695592248203d7a,True
phase10A2B2_eps0.005_exact_seed77,exact_replay,77,0.005,c3d596d,203543c2c3fd9e29,5750,,,,L,9695592248203d7a,9695592248203d7a,True
phase10A2B2_eps0.005_exact_seed77,exact_replay,77,0.005,c3d596d,203543c2c3fd9e29,6000,,,,L,9695592248203d7a,9695592248203d7a,True
phase10A2B2_eps0.005_exact_seed77,exact_replay,77,0.005,c3d596d,203543c2c3fd9e29,6250,,,,L,9695592248203d7a,9695592248203d7a,True
phase10A2B2_eps0.005_exact_seed77,exact_replay,77,0.005,c3d596d,203543c2c3fd9e29,7250,,,,L,9695592248203d7a,9695592248203d7a,True
phase10A2B2_eps0.005_perturbed_seed77,perturbed_replay,77,0.005,c3d596d,203543c2c3fd9e29,2000,,,,R,265aef72bfd57678,265aef72bfd57678,True
phase10A2B2_eps0.005_perturbed_seed77,perturbed_replay,77,0.005,c3d596d,203543c2c3fd9e29,2750,,,,L,9695592248203d7a,9695592248203d7a,True
phase10A2B2_eps0.005_perturbed_seed77,perturbed_replay,77,0.005,c3d596d,203543c2c3fd9e29,3000,,,,R,265aef72bfd57678,265aef72bfd57678,True
phase10A2B2_eps0.005_perturbed_seed77,perturbed_replay,77,0.005,c3d596d,203543c2c3fd9e29,3250,,,,L,9695592248203d7a,9695592248203d7a,True
phase10A2B2_eps0.005_perturbed_seed77,perturbed_replay,77,0.005,c3d596d,203543c2c3fd9e29,3500,,,,R,265aef72bfd57678,265aef72bfd57678,True
phase10A2B2_eps0.005_perturbed_seed77,perturbed_replay,77,0.005,c3d596d,203543c2c3fd9e29,4000,,,,R,265aef72bfd57678,265aef72bfd57678,True
phase10A2B2_eps0.005_perturbed_seed77,perturbed_replay,77,0.005,c3d596d,203543c2c3fd9e29,4500,,,,R,265aef72bfd57678,265aef72bfd57678,True
phase10A2B2_eps0.005_perturbed_seed77,perturbed_replay,77,0.005,c3d596d,203543c2c3fd9e29,5500,,,,L,9695592248203d7a,9695592248203d7a,True
phase10A2B2_eps0.005_perturbed_seed77,perturbed_replay,77,0.005,c3d596d,203543c2c3fd9e29,5750,,,,L,9695592248203d7a,9695592248203d7a,True
phase10A2B2_eps0.005_perturbed_seed77,perturbed_replay,77,0.005,c3d596d,203543c2c3fd9e29,6000,,,,L,9695592248203d7a,9695592248203d7a,True
phase10A2B2_eps0.005_perturbed_seed77,perturbed_replay,77,0.005,c3d596d,203543c2c3fd9e29,6250,,,,L,9695592248203d7a,9695592248203d7a,True
phase10A2B2_eps0.005_perturbed_seed77,perturbed_replay,77,0.005,c3d596d,203543c2c3fd9e29,7250,,,,L,9695592248203d7a,9695592248203d7a,True
phase10A2B2_eps0.01_closed_seed77,closed_loop,77,0.01,c3d596d,203543c2c3fd9e29,2000,0.3041092,0.39733321,96810dc16aa1f632,R,265aef72bfd57678,,
phase10A2B2_eps0.01_closed_seed77,closed_loop,77,0.01,c3d596d,203543c2c3fd9e29,2250,0.3492718,0.41206185,308e959ea17c0862,none,,,
phase10A2B2_eps0.01_closed_seed77,closed_loop,77,0.01,c3d596d,203543c2c3fd9e29,2500,0.33529136,0.39101566,d09561fb8fb68903,none,,,
phase10A2B2_eps0.01_closed_seed77,closed_loop,77,0.01,c3d596d,203543c2c3fd9e29,2750,0.34222483,0.37973497,9162002853877102,L,9695592248203d7a,,
phase10A2B2_eps0.01_closed_seed77,closed_loop,77,0.01,c3d596d,203543c2c3fd9e29,3000,0.34228375,0.37820452,834648d9c1229964,R,265aef72bfd57678,,
phase10A2B2_eps0.01_closed_seed77,closed_loop,77,0.01,c3d596d,203543c2c3fd9e29,3250,0.34090981,0.38545603,b6723c2cf10b61df,L,9695592248203d7a,,
phase10A2B2_eps0.01_closed_seed77,closed_loop,77,0.01,c3d596d,203543c2c3fd9e29,3500,0.33439293,0.3932867,cf55dad0cb08d95e,R,265aef72bfd57678,,
phase10A2B2_eps0.01_closed_seed77,closed_loop,77,0.01,c3d596d,203543c2c3fd9e29,3750,0.35124568,0.37859614,bf4eb2b194098751,none,,,
phase10A2B2_eps0.01_closed_seed77,closed_loop,77,0.01,c3d596d,203543c2c3fd9e29,4000,0.33533723,0.39673005,60d49d13462370e7,R,265aef72bfd57678,,
phase10A2B2_eps0.01_closed_seed77,closed_loop,77,0.01,c3d596d,203543c2c3fd9e29,4250,0.31842294,0.3819082,56791dbbcc871ef1,none,,,
phase10A2B2_eps0.01_closed_seed77,closed_loop,77,0.01,c3d596d,203543c2c3fd9e29,4500,0.30867674,0.37119701,33f0558366a598f6,R,265aef72bfd57678,,
phase10A2B2_eps0.01_closed_seed77,closed_loop,77,0.01,c3d596d,203543c2c3fd9e29,4750,0.30786105,0.39554487,ec6be2de814cc84d,none,,,
phase10A2B2_eps0.01_closed_seed77,closed_loop,77,0.01,c3d596d,203543c2c3fd9e29,5000,0.30632438,0.39779755,778e038c7262fb91,none,,,
phase10A2B2_eps0.01_closed_seed77,closed_loop,77,0.01,c3d596d,203543c2c3fd9e29,5250,0.3134588,0.37154266,4ecab91d80891a67,none,,,
phase10A2B2_eps0.01_closed_seed77,closed_loop,77,0.01,c3d596d,203543c2c3fd9e29,5500,0.30346358,0.36945542,658dbae4c640bcd8,L,9695592248203d7a,,
phase10A2B2_eps0.01_closed_seed77,closed_loop,77,0.01,c3d596d,203543c2c3fd9e29,5750,0.29672099,0.36356895,fd57593d08ee1190,L,9695592248203d7a,,
phase10A2B2_eps0.01_closed_seed77,closed_loop,77,0.01,c3d596d,203543c2c3fd9e29,6000,0.35762944,0.40815198,6b4d2b49f9e593fe,L,9695592248203d7a,,
phase10A2B2_eps0.01_closed_seed77,closed_loop,77,0.01,c3d596d,203543c2c3fd9e29,6250,0.34823029,0.38982541,c2599c385b4983aa,L,9695592248203d7a,,
phase10A2B2_eps0.01_closed_seed77,closed_loop,77,0.01,c3d596d,203543c2c3fd9e29,6500,0.32550518,0.39927809,bfe0021685376322,none,,,
phase10A2B2_eps0.01_closed_seed77,closed_loop,77,0.01,c3d596d,203543c2c3fd9e29,6750,0.32332013,0.38935449,49b876009cedbc48,none,,,
phase10A2B2_eps0.01_closed_seed77,closed_loop,77,0.01,c3d596d,203543c2c3fd9e29,7000,0.31841951,0.36822678,e8dce8c3a6fede97,none,,,
phase10A2B2_eps0.01_closed_seed77,closed_loop,77,0.01,c3d596d,203543c2c3fd9e29,7250,0.33729455,0.401776,7165214e24eab071,L,9695592248203d7a,,
phase10A2B2_eps0.01_exact_seed77,exact_replay,77,0.01,c3d596d,203543c2c3fd9e29,2000,,,,R,265aef72bfd57678,265aef72bfd57678,True
phase10A2B2_eps0.01_exact_seed77,exact_replay,77,0.01,c3d596d,203543c2c3fd9e29,2750,,,,L,9695592248203d7a,9695592248203d7a,True
phase10A2B2_eps0.01_exact_seed77,exact_replay,77,0.01,c3d596d,203543c2c3fd9e29,3000,,,,R,265aef72bfd57678,265aef72bfd57678,True
phase10A2B2_eps0.01_exact_seed77,exact_replay,77,0.01,c3d596d,203543c2c3fd9e29,3250,,,,L,9695592248203d7a,9695592248203d7a,True
phase10A2B2_eps0.01_exact_seed77,exact_replay,77,0.01,c3d596d,203543c2c3fd9e29,3500,,,,R,265aef72bfd57678,265aef72bfd57678,True
phase10A2B2_eps0.01_exact_seed77,exact_replay,77,0.01,c3d596d,203543c2c3fd9e29,4000,,,,R,265aef72bfd57678,265aef72bfd57678,True
phase10A2B2_eps0.01_exact_seed77,exact_replay,77,0.01,c3d596d,203543c2c3fd9e29,4500,,,,R,265aef72bfd57678,265aef72bfd57678,True
phase10A2B2_eps0.01_exact_seed77,exact_replay,77,0.01,c3d596d,203543c2c3fd9e29,5500,,,,L,9695592248203d7a,9695592248203d7a,True
phase10A2B2_eps0.01_exact_seed77,exact_replay,77,0.01,c3d596d,203543c2c3fd9e29,5750,,,,L,9695592248203d7a,9695592248203d7a,True
phase10A2B2_eps0.01_exact_seed77,exact_replay,77,0.01,c3d596d,203543c2c3fd9e29,6000,,,,L,9695592248203d7a,9695592248203d7a,True
phase10A2B2_eps0.01_exact_seed77,exact_replay,77,0.01,c3d596d,203543c2c3fd9e29,6250,,,,L,9695592248203d7a,9695592248203d7a,True
phase10A2B2_eps0.01_exact_seed77,exact_replay,77,0.01,c3d596d,203543c2c3fd9e29,7250,,,,L,9695592248203d7a,9695592248203d7a,True
phase10A2B2_eps0.01_perturbed_seed77,perturbed_replay,77,0.01,c3d596d,203543c2c3fd9e29,2000,,,,R,265aef72bfd57678,265aef72bfd57678,True
phase10A2B2_eps0.01_perturbed_seed77,perturbed_replay,77,0.01,c3d596d,203543c2c3fd9e29,2750,,,,L,9695592248203d7a,9695592248203d7a,True
phase10A2B2_eps0.01_perturbed_seed77,perturbed_replay,77,0.01,c3d596d,203543c2c3fd9e29,3000,,,,R,265aef72bfd57678,265aef72bfd57678,True
phase10A2B2_eps0.01_perturbed_seed77,perturbed_replay,77,0.01,c3d596d,203543c2c3fd9e29,3250,,,,L,9695592248203d7a,9695592248203d7a,True
phase10A2B2_eps0.01_perturbed_seed77,perturbed_replay,77,0.01,c3d596d,203543c2c3fd9e29,3500,,,,R,265aef72bfd57678,265aef72bfd57678,True
phase10A2B2_eps0.01_perturbed_seed77,perturbed_replay,77,0.01,c3d596d,203543c2c3fd9e29,4000,,,,R,265aef72bfd57678,265aef72bfd57678,True
phase10A2B2_eps0.01_perturbed_seed77,perturbed_replay,77,0.01,c3d596d,203543c2c3fd9e29,4500,,,,R,265aef72bfd57678,265aef72bfd57678,True
phase10A2B2_eps0.01_perturbed_seed77,perturbed_replay,77,0.01,c3d596d,203543c2c3fd9e29,5500,,,,L,9695592248203d7a,9695592248203d7a,True
phase10A2B2_eps0.01_perturbed_seed77,perturbed_replay,77,0.01,c3d596d,203543c2c3fd9e29,5750,,,,L,9695592248203d7a,9695592248203d7a,True
phase10A2B2_eps0.01_perturbed_seed77,perturbed_replay,77,0.01,c3d596d,203543c2c3fd9e29,6000,,,,L,9695592248203d7a,9695592248203d7a,True
phase10A2B2_eps0.01_perturbed_seed77,perturbed_replay,77,0.01,c3d596d,203543c2c3fd9e29,6250,,,,L,9695592248203d7a,9695592248203d7a,True
phase10A2B2_eps0.01_perturbed_seed77,perturbed_replay,77,0.01,c3d596d,203543c2c3fd9e29,7250,,,,L,9695592248203d7a,9695592248203d7a,True
phase10A2B2_eps0.02_closed_seed77,closed_loop,77,0.02,c3d596d,203543c2c3fd9e29,2000,0.3041092,0.39733321,96810dc16aa1f632,R,265aef72bfd57678,,
phase10A2B2_eps0.02_closed_seed77,closed_loop,77,0.02,c3d596d,203543c2c3fd9e29,2250,0.3492718,0.41206185,308e959ea17c0862,none,,,
phase10A2B2_eps0.02_closed_seed77,closed_loop,77,0.02,c3d596d,203543c2c3fd9e29,2500,0.33529136,0.39101566,d09561fb8fb68903,none,,,
phase10A2B2_eps0.02_closed_seed77,closed_loop,77,0.02,c3d596d,203543c2c3fd9e29,2750,0.34222483,0.37973497,9162002853877102,L,9695592248203d7a,,
phase10A2B2_eps0.02_closed_seed77,closed_loop,77,0.02,c3d596d,203543c2c3fd9e29,3000,0.34228375,0.37820452,834648d9c1229964,R,265aef72bfd57678,,
phase10A2B2_eps0.02_closed_seed77,closed_loop,77,0.02,c3d596d,203543c2c3fd9e29,3250,0.34090981,0.38545603,b6723c2cf10b61df,L,9695592248203d7a,,
phase10A2B2_eps0.02_closed_seed77,closed_loop,77,0.02,c3d596d,203543c2c3fd9e29,3500,0.33439293,0.3932867,cf55dad0cb08d95e,R,265aef72bfd57678,,
phase10A2B2_eps0.02_closed_seed77,closed_loop,77,0.02,c3d596d,203543c2c3fd9e29,3750,0.35124568,0.37859614,bf4eb2b194098751,none,,,
phase10A2B2_eps0.02_closed_seed77,closed_loop,77,0.02,c3d596d,203543c2c3fd9e29,4000,0.33533723,0.39673005,60d49d13462370e7,R,265aef72bfd57678,,
phase10A2B2_eps0.02_closed_seed77,closed_loop,77,0.02,c3d596d,203543c2c3fd9e29,4250,0.31842294,0.3819082,56791dbbcc871ef1,none,,,
phase10A2B2_eps0.02_closed_seed77,closed_loop,77,0.02,c3d596d,203543c2c3fd9e29,4500,0.30867674,0.37119701,33f0558366a598f6,R,265aef72bfd57678,,
phase10A2B2_eps0.02_closed_seed77,closed_loop,77,0.02,c3d596d,203543c2c3fd9e29,4750,0.30786105,0.39554487,ec6be2de814cc84d,none,,,
phase10A2B2_eps0.02_closed_seed77,closed_loop,77,0.02,c3d596d,203543c2c3fd9e29,5000,0.30632438,0.39779755,778e038c7262fb91,none,,,
phase10A2B2_eps0.02_closed_seed77,closed_loop,77,0.02,c3d596d,203543c2c3fd9e29,5250,0.3134588,0.37154266,4ecab91d80891a67,none,,,
phase10A2B2_eps0.02_closed_seed77,closed_loop,77,0.02,c3d596d,203543c2c3fd9e29,5500,0.30346358,0.36945542,658dbae4c640bcd8,L,9695592248203d7a,,
phase10A2B2_eps0.02_closed_seed77,closed_loop,77,0.02,c3d596d,203543c2c3fd9e29,5750,0.29672099,0.36356895,fd57593d08ee1190,L,9695592248203d7a,,
phase10A2B2_eps0.02_closed_seed77,closed_loop,77,0.02,c3d596d,203543c2c3fd9e29,6000,0.35762944,0.40815198,6b4d2b49f9e593fe,L,9695592248203d7a,,
phase10A2B2_eps0.02_closed_seed77,closed_loop,77,0.02,c3d596d,203543c2c3fd9e29,6250,0.34823029,0.38982541,c2599c385b4983aa,L,9695592248203d7a,,
phase10A2B2_eps0.02_closed_seed77,closed_loop,77,0.02,c3d596d,203543c2c3fd9e29,6500,0.32550518,0.39927809,bfe0021685376322,none,,,
phase10A2B2_eps0.02_closed_seed77,closed_loop,77,0.02,c3d596d,203543c2c3fd9e29,6750,0.32332013,0.38935449,49b876009cedbc48,none,,,
phase10A2B2_eps0.02_closed_seed77,closed_loop,77,0.02,c3d596d,203543c2c3fd9e29,7000,0.31841951,0.36822678,e8dce8c3a6fede97,none,,,
phase10A2B2_eps0.02_closed_seed77,closed_loop,77,0.02,c3d596d,203543c2c3fd9e29,7250,0.33729455,0.401776,7165214e24eab071,L,9695592248203d7a,,
phase10A2B2_eps0.02_exact_seed77,exact_replay,77,0.02,c3d596d,203543c2c3fd9e29,2000,,,,R,265aef72bfd57678,265aef72bfd57678,True
phase10A2B2_eps0.02_exact_seed77,exact_replay,77,0.02,c3d596d,203543c2c3fd9e29,2750,,,,L,9695592248203d7a,9695592248203d7a,True
phase10A2B2_eps0.02_exact_seed77,exact_replay,77,0.02,c3d596d,203543c2c3fd9e29,3000,,,,R,265aef72bfd57678,265aef72bfd57678,True
phase10A2B2_eps0.02_exact_seed77,exact_replay,77,0.02,c3d596d,203543c2c3fd9e29,3250,,,,L,9695592248203d7a,9695592248203d7a,True
phase10A2B2_eps0.02_exact_seed77,exact_replay,77,0.02,c3d596d,203543c2c3fd9e29,3500,,,,R,265aef72bfd57678,265aef72bfd57678,True
phase10A2B2_eps0.02_exact_seed77,exact_replay,77,0.02,c3d596d,203543c2c3fd9e29,4000,,,,R,265aef72bfd57678,265aef72bfd57678,True
phase10A2B2_eps0.02_exact_seed77,exact_replay,77,0.02,c3d596d,203543c2c3fd9e29,4500,,,,R,265aef72bfd57678,265aef72bfd57678,True
phase10A2B2_eps0.02_exact_seed77,exact_replay,77,0.02,c3d596d,203543c2c3fd9e29,5500,,,,L,9695592248203d7a,9695592248203d7a,True
phase10A2B2_eps0.02_exact_seed77,exact_replay,77,0.02,c3d596d,203543c2c3fd9e29,5750,,,,L,9695592248203d7a,9695592248203d7a,True
phase10A2B2_eps0.02_exact_seed77,exact_replay,77,0.02,c3d596d,203543c2c3fd9e29,6000,,,,L,9695592248203d7a,9695592248203d7a,True
phase10A2B2_eps0.02_exact_seed77,exact_replay,77,0.02,c3d596d,203543c2c3fd9e29,6250,,,,L,9695592248203d7a,9695592248203d7a,True
phase10A2B2_eps0.02_exact_seed77,exact_replay,77,0.02,c3d596d,203543c2c3fd9e29,7250,,,,L,9695592248203d7a,9695592248203d7a,True
phase10A2B2_eps0.02_perturbed_seed77,perturbed_replay,77,0.02,c3d596d,203543c2c3fd9e29,2000,,,,R,265aef72bfd57678,265aef72bfd57678,True
phase10A2B2_eps0.02_perturbed_seed77,perturbed_replay,77,0.02,c3d596d,203543c2c3fd9e29,2750,,,,L,9695592248203d7a,9695592248203d7a,True
phase10A2B2_eps0.02_perturbed_seed77,perturbed_replay,77,0.02,c3d596d,203543c2c3fd9e29,3000,,,,R,265aef72bfd57678,265aef72bfd57678,True
phase10A2B2_eps0.02_perturbed_seed77,perturbed_replay,77,0.02,c3d596d,203543c2c3fd9e29,3250,,,,L,9695592248203d7a,9695592248203d7a,True
phase10A2B2_eps0.02_perturbed_seed77,perturbed_replay,77,0.02,c3d596d,203543c2c3fd9e29,3500,,,,R,265aef72bfd57678,265aef72bfd57678,True
phase10A2B2_eps0.02_perturbed_seed77,perturbed_replay,77,0.02,c3d596d,203543c2c3fd9e29,4000,,,,R,265aef72bfd57678,265aef72bfd57678,True
phase10A2B2_eps0.02_perturbed_seed77,perturbed_replay,77,0.02,c3d596d,203543c2c3fd9e29,4500,,,,R,265aef72bfd57678,265aef72bfd57678,True
phase10A2B2_eps0.02_perturbed_seed77,perturbed_replay,77,0.02,c3d596d,203543c2c3fd9e29,5500,,,,L,9695592248203d7a,9695592248203d7a,True
phase10A2B2_eps0.02_perturbed_seed77,perturbed_replay,77,0.02,c3d596d,203543c2c3fd9e29,5750,,,,L,9695592248203d7a,9695592248203d7a,True
phase10A2B2_eps0.02_perturbed_seed77,perturbed_replay,77,0.02,c3d596d,203543c2c3fd9e29,6000,,,,L,9695592248203d7a,9695592248203d7a,True
phase10A2B2_eps0.02_perturbed_seed77,perturbed_replay,77,0.02,c3d596d,203543c2c3fd9e29,6250,,,,L,9695592248203d7a,9695592248203d7a,True
phase10A2B2_eps0.02_perturbed_seed77,perturbed_replay,77,0.02,c3d596d,203543c2c3fd9e29,7250,,,,L,9695592248203d7a,9695592248203d7a,True
phase10A2B2_eps0.05_closed_seed77,closed_loop,77,0.05,c3d596d,203543c2c3fd9e29,2000,0.3041092,0.39733321,96810dc16aa1f632,R,265aef72bfd57678,,
phase10A2B2_eps0.05_closed_seed77,closed_loop,77,0.05,c3d596d,203543c2c3fd9e29,2250,0.3492718,0.41206185,308e959ea17c0862,none,,,
phase10A2B2_eps0.05_closed_seed77,closed_loop,77,0.05,c3d596d,203543c2c3fd9e29,2500,0.33529136,0.39101566,d09561fb8fb68903,none,,,
phase10A2B2_eps0.05_closed_seed77,closed_loop,77,0.05,c3d596d,203543c2c3fd9e29,2750,0.34222483,0.37973497,9162002853877102,L,9695592248203d7a,,
phase10A2B2_eps0.05_closed_seed77,closed_loop,77,0.05,c3d596d,203543c2c3fd9e29,3000,0.34228375,0.37820452,834648d9c1229964,R,265aef72bfd57678,,
phase10A2B2_eps0.05_closed_seed77,closed_loop,77,0.05,c3d596d,203543c2c3fd9e29,3250,0.34090981,0.38545603,b6723c2cf10b61df,L,9695592248203d7a,,
phase10A2B2_eps0.05_closed_seed77,closed_loop,77,0.05,c3d596d,203543c2c3fd9e29,3500,0.33439293,0.3932867,cf55dad0cb08d95e,R,265aef72bfd57678,,
phase10A2B2_eps0.05_closed_seed77,closed_loop,77,0.05,c3d596d,203543c2c3fd9e29,3750,0.35124568,0.37859614,bf4eb2b194098751,none,,,
phase10A2B2_eps0.05_closed_seed77,closed_loop,77,0.05,c3d596d,203543c2c3fd9e29,4000,0.33533723,0.39673005,60d49d13462370e7,R,265aef72bfd57678,,
phase10A2B2_eps0.05_closed_seed77,closed_loop,77,0.05,c3d596d,203543c2c3fd9e29,4250,0.31842294,0.3819082,56791dbbcc871ef1,none,,,
phase10A2B2_eps0.05_closed_seed77,closed_loop,77,0.05,c3d596d,203543c2c3fd9e29,4500,0.30867674,0.37119701,33f0558366a598f6,R,265aef72bfd57678,,
phase10A2B2_eps0.05_closed_seed77,closed_loop,77,0.05,c3d596d,203543c2c3fd9e29,4750,0.30786105,0.39554487,ec6be2de814cc84d,none,,,
phase10A2B2_eps0.05_closed_seed77,closed_loop,77,0.05,c3d596d,203543c2c3fd9e29,5000,0.30632438,0.39779755,778e038c7262fb91,none,,,
phase10A2B2_eps0.05_closed_seed77,closed_loop,77,0.05,c3d596d,203543c2c3fd9e29,5250,0.3134588,0.37154266,4ecab91d80891a67,none,,,
phase10A2B2_eps0.05_closed_seed77,closed_loop,77,0.05,c3d596d,203543c2c3fd9e29,5500,0.30346358,0.36945542,658dbae4c640bcd8,L,9695592248203d7a,,
phase10A2B2_eps0.05_closed_seed77,closed_loop,77,0.05,c3d596d,203543c2c3fd9e29,5750,0.29672099,0.36356895,fd57593d08ee1190,L,9695592248203d7a,,
phase10A2B2_eps0.05_closed_seed77,closed_loop,77,0.05,c3d596d,203543c2c3fd9e29,6000,0.35762944,0.40815198,6b4d2b49f9e593fe,L,9695592248203d7a,,
phase10A2B2_eps0.05_closed_seed77,closed_loop,77,0.05,c3d596d,203543c2c3fd9e29,6250,0.34823029,0.38982541,c2599c385b4983aa,L,9695592248203d7a,,
phase10A2B2_eps0.05_closed_seed77,closed_loop,77,0.05,c3d596d,203543c2c3fd9e29,6500,0.32550518,0.39927809,bfe0021685376322,none,,,
phase10A2B2_eps0.05_closed_seed77,closed_loop,77,0.05,c3d596d,203543c2c3fd9e29,6750,0.32332013,0.38935449,49b876009cedbc48,none,,,
phase10A2B2_eps0.05_closed_seed77,closed_loop,77,0.05,c3d596d,203543c2c3fd9e29,7000,0.31841951,0.36822678,e8dce8c3a6fede97,none,,,
phase10A2B2_eps0.05_closed_seed77,closed_loop,77,0.05,c3d596d,203543c2c3fd9e29,7250,0.33729455,0.401776,7165214e24eab071,L,9695592248203d7a,,
phase10A2B2_eps0.05_exact_seed77,exact_replay,77,0.05,c3d596d,203543c2c3fd9e29,2000,,,,R,265aef72bfd57678,265aef72bfd57678,True
phase10A2B2_eps0.05_exact_seed77,exact_replay,77,0.05,c3d596d,203543c2c3fd9e29,2750,,,,L,9695592248203d7a,9695592248203d7a,True
phase10A2B2_eps0.05_exact_seed77,exact_replay,77,0.05,c3d596d,203543c2c3fd9e29,3000,,,,R,265aef72bfd57678,265aef72bfd57678,True
phase10A2B2_eps0.05_exact_seed77,exact_replay,77,0.05,c3d596d,203543c2c3fd9e29,3250,,,,L,9695592248203d7a,9695592248203d7a,True
